CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo,clasificacion,estatus_publicacion,prioridad_comercial,score_publicabilidad,motivo_clasificacion,accion_siguiente,municipio,direccion_completa,tiene_telefono,tiene_correo,tiene_web,tiene_coordenadas,publish_rank,publication_score,public_name,category_public,estado_slug,municipio_slug,business_slug,url_path,canonical_url,published_status,published_at,scheduled_date,publication_batch,noindex,sitemap_include,sitemap_priority,sitemap_changefreq,lastmod,schema_type,h1,seo_title,seo_description,public_description,source,pre_publish_check
19039468211008301000000000U9,6806412,REFACCIONARIA ROSCO MIRADOR,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,CAMINO AL MIRADOR,3717,,BURÓCRATAS MUNICIPALES PRIMER SECTOR,64760,"Monterrey, Monterrey, Nuevo León",8112345010,VENTAS1@ROSCO.COM.MX,WWW.ROSCO.COM.MX,Fijo,-100.29917916,25.63225604,,,,3682,006,468211,,46,468,4682,46821,,COLONIA,2017-11,190390001,A,listo para publicar,alta,16,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente; nombre relevante para refacciones/autopartes,publicar ficha y preparar contacto comercial,Monterrey,"CALLE, CAMINO AL MIRADOR, 3717, BURÓCRATAS MUNICIPALES PRIMER SECTOR, 64760, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,11,83,Refaccionaria Rosco Mirador,Refacciones diesel y camión,nuevo-leon,monterrey,refaccionaria-rosco-mirador-monterrey-806412,/nuevo-leon/monterrey/refaccionaria-rosco-mirador-monterrey-806412/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/refaccionaria-rosco-mirador-monterrey-806412/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Refaccionaria Rosco Mirador en Monterrey, Nuevo León","Refaccionaria Rosco Mirador | Refaccionaria en Monterrey, Nuevo León","Ficha de Refaccionaria Rosco Mirador, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Refaccionaria Rosco Mirador es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211008421001000000U5,9239178,REFACCIONARIA ROSCO,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,CALLE,PABLO A DE LA GARZA,3023,,MODERNA,64530,"Monterrey, Monterrey, Nuevo León",8120635267,VENTAS13@ROSCO.COM.MX,WWW.ROSCO.COM.MX,Fijo,-100.28715638,25.70068852,,,,1050,026,468211,,46,468,4682,46821,,COLONIA,2020-04,190390001,A,listo para publicar,alta,16,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente; nombre relevante para refacciones/autopartes,publicar ficha y preparar contacto comercial,Monterrey,"CALLE, PABLO A DE LA GARZA, 3023, MODERNA, 64530, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,12,83,Refaccionaria Rosco,Refacciones diesel y camión,nuevo-leon,monterrey,refaccionaria-rosco-monterrey-239178,/nuevo-leon/monterrey/refaccionaria-rosco-monterrey-239178/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/refaccionaria-rosco-monterrey-239178/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Refaccionaria Rosco en Monterrey, Nuevo León","Refaccionaria Rosco | Refaccionaria en Monterrey, Nuevo León","Ficha de Refaccionaria Rosco, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Refaccionaria Rosco es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211006352000000000U4,2996337,REFACCIONARIA LA LOMA,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,AVENIDA,EUGENIO GARZA SADA,6118,,MEDEROS,64960,"Monterrey, Monterrey, Nuevo León",8183579095,REFACCIONARIALALOMA@HOTMAIL.COM,WWW.REFACCIONARIALALOMA.COM,Fijo,-100.26995055,25.60813021,,,,3767,022,468211,,46,468,4682,46821,,COLONIA,2014-12,190390001,A,listo para publicar,alta,16,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente; nombre relevante para refacciones/autopartes,publicar ficha y preparar contacto comercial,Monterrey,"AVENIDA, EUGENIO GARZA SADA, 6118, MEDEROS, 64960, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,13,83,Refaccionaria La Loma,Refacciones diesel y camión,nuevo-leon,monterrey,refaccionaria-la-loma-monterrey-996337,/nuevo-leon/monterrey/refaccionaria-la-loma-monterrey-996337/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/refaccionaria-la-loma-monterrey-996337/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Refaccionaria La Loma en Monterrey, Nuevo León","Refaccionaria La Loma | Refaccionaria en Monterrey, Nuevo León","Ficha de Refaccionaria La Loma, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Refaccionaria La Loma es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211004392001000000U2,2923345,REFACCIONARIA GONZALEZ,REFACCIONARIA GONZALEZ,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALZADA,FRANCISCO I MADERO,1155,,TREVIÑO,64000,"Monterrey, Monterrey, Nuevo León",8183756155,OSCAR@REFAGONZALEZ.COM.MX,WWW.REFAGONZALEZ.COM,Fijo,-100.30284892,25.6828849,,,,1563,042,468211,,46,468,4682,46821,,COLONIA,2010-07,190390001,A,listo para publicar,alta,16,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente; nombre relevante para refacciones/autopartes,publicar ficha y preparar contacto comercial,Monterrey,"CALZADA, FRANCISCO I MADERO, 1155, TREVIÑO, 64000, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,14,83,Refaccionaria Gonzalez,Refacciones diesel y camión,nuevo-leon,monterrey,refaccionaria-gonzalez-monterrey-923345,/nuevo-leon/monterrey/refaccionaria-gonzalez-monterrey-923345/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/refaccionaria-gonzalez-monterrey-923345/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Refaccionaria Gonzalez en Monterrey, Nuevo León","Refaccionaria Gonzalez | Refaccionaria en Monterrey, Nuevo León","Ficha de Refaccionaria Gonzalez, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Refaccionaria Gonzalez es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211012591000000000U9,11785055,LLANTAS CAVAZOS,LLANTAS CAVAZOS,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,AVENIDA,PASEO DE LOS LEONES,112,,CUMBRES ELITE 6O SEC,66230,"Monterrey, Monterrey, Nuevo León",8115290801,GERENTE.CUMBRES@LLANTASCAVASOS.COM,LLANTASCAVAZOS.COM,Fijo,-100.40650821,25.738985,,,,5208,032,468211,,46,468,4682,46821,,FRACCIONAMIENTO,2025-04,190390001,A,listo para publicar,alta,16,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente; nombre relevante para refacciones/autopartes,publicar ficha y preparar contacto comercial,Monterrey,"AVENIDA, PASEO DE LOS LEONES, 112, CUMBRES ELITE 6O SEC, 66230, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,15,83,Llantas Cavazos,Refacciones diesel y camión,nuevo-leon,monterrey,llantas-cavazos-monterrey-785055,/nuevo-leon/monterrey/llantas-cavazos-monterrey-785055/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/llantas-cavazos-monterrey-785055/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Llantas Cavazos en Monterrey, Nuevo León","Llantas Cavazos | Refaccionaria en Monterrey, Nuevo León","Ficha de Llantas Cavazos, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Llantas Cavazos es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211004943001009053M2,6236223,VITROCAR SA DE CV,VITROCAR,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,AVENIDA,FRANCISCO I. MADERO,2950,,MITRAS CENTRO,66460,"Monterrey, Monterrey, Nuevo León",8281010073,ECAMPOS@VITRO.COM,WWW.VITRO.COM,Fijo,-100.34347768,25.68703749,,,,1455,031,468211,,46,468,4682,46821,,COLONIA,2010-07,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"AVENIDA, FRANCISCO I. MADERO, 2950, MITRAS CENTRO, 66460, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,16,82,Vitrocar S.A. de C.V.,Refacciones diesel y camión,nuevo-leon,monterrey,vitrocar-sa-de-cv-monterrey-236223,/nuevo-leon/monterrey/vitrocar-sa-de-cv-monterrey-236223/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/vitrocar-sa-de-cv-monterrey-236223/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Vitrocar S.A. de C.V. en Monterrey, Nuevo León","Vitrocar S.A. de C.V. | Refaccionaria en Monterrey, Nuevo León","Ficha de Vitrocar S.A. de C.V., negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Vitrocar S.A. de C.V. es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039435220002101010000000U0,6719583,VALLEY INTERNACIONAL SUPPLY,VELLEY INTERNACIONAL SUPPLY,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALZADA,SAN PEDRO,223,,MIRAVALLE,64660,"Monterrey, Monterrey, Nuevo León",8182596255,POLIVA@VALLEYINTLSUPPLY.COM,WWW.VALLEYINTLSUPPLY.COM,Fijo,-100.36774358,25.67058272,CENTRO Y PLAZA COMERCIAL,PLAZA EFECTO,13,1826,008,468211,18,46,468,4682,46821,,COLONIA,2016-01,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"CALZADA, SAN PEDRO, 223, MIRAVALLE, 64660, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,17,82,Valley Internacional Supply,Refacciones diesel y camión,nuevo-leon,monterrey,valley-internacional-supply-monterrey-719583,/nuevo-leon/monterrey/valley-internacional-supply-monterrey-719583/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/valley-internacional-supply-monterrey-719583/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Valley Internacional Supply en Monterrey, Nuevo León","Valley Internacional Supply | Refaccionaria en Monterrey, Nuevo León","Ficha de Valley Internacional Supply, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Valley Internacional Supply es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211001811001000000U4,3032224,TRANSMISIONES EIPROFE,TRANSMICIONES EL PROFE,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,CALLE,PABLO A DE LA GARZA,1908,,MARTÍNEZ,64550,"Monterrey, Monterrey, Nuevo León",8183553015,INFO@ELPROFE.COM.MX,WWW.TRANSMISIONESELPROFE.COM.MX,Fijo,-100.28749454,25.68981696,,,,1313,041,468211,,46,468,4682,46821,,COLONIA,2010-07,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"CALLE, PABLO A DE LA GARZA, 1908, MARTÍNEZ, 64550, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,18,82,Transmisiones Eiprofe,Refacciones diesel y camión,nuevo-leon,monterrey,transmisiones-eiprofe-monterrey-032224,/nuevo-leon/monterrey/transmisiones-eiprofe-monterrey-032224/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/transmisiones-eiprofe-monterrey-032224/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Transmisiones Eiprofe en Monterrey, Nuevo León","Transmisiones Eiprofe | Refaccionaria en Monterrey, Nuevo León","Ficha de Transmisiones Eiprofe, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Transmisiones Eiprofe es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211012321000000000U1,10135780,TECNOLOGIA NEUMATICA Y SENSORES,TECNOLOGIA NEUMATICA Y SENSORES,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALZADA,FRANCISCO I MADERO,1145,,TREVIÑO,64000,"Monterrey, Monterrey, Nuevo León",8117644183,GERENCIA.MTY@NEUMSTIKCOM.MX,WWW.NEUMATIK.COM.MX,Fijo,-100.30300914,25.68290233,,,,1563,042,468211,,46,468,4682,46821,,COLONIA,2024-11,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"CALZADA, FRANCISCO I MADERO, 1145, TREVIÑO, 64000, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,19,82,Tecnologia Neumatica Y Sensores,Refacciones diesel y camión,nuevo-leon,monterrey,tecnologia-neumatica-y-sensores-monterrey-135780,/nuevo-leon/monterrey/tecnologia-neumatica-y-sensores-monterrey-135780/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/tecnologia-neumatica-y-sensores-monterrey-135780/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Tecnologia Neumatica Y Sensores en Monterrey, Nuevo León","Tecnologia Neumatica Y Sensores | Refaccionaria en Monterrey, Nuevo León","Ficha de Tecnologia Neumatica Y Sensores, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Tecnologia Neumatica Y Sensores es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211010183000000000U7,8437206,TALLER EL ARABE,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,AVENIDA,DOCTOR IGNACIO MORONES PRIETO,1602,,NUEVO REPUEBLO,64700,"Monterrey, Monterrey, Nuevo León",8180297389,ELARABE1@YAHOO.COM.MX,WWW.ELARABE.COM.MX,Fijo,-100.29837474,25.66614528,,,,1760,040,468211,,46,468,4682,46821,,COLONIA,2019-11,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"AVENIDA, DOCTOR IGNACIO MORONES PRIETO, 1602, NUEVO REPUEBLO, 64700, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,20,82,Taller El Arabe,Refacciones diesel y camión,nuevo-leon,monterrey,taller-el-arabe-monterrey-437206,/nuevo-leon/monterrey/taller-el-arabe-monterrey-437206/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/taller-el-arabe-monterrey-437206/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Taller El Arabe en Monterrey, Nuevo León","Taller El Arabe | Refaccionaria en Monterrey, Nuevo León","Ficha de Taller El Arabe, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Taller El Arabe es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211004672001000000U7,2926691,SURTIDORA DEL TRANSPORTE,SURTIDORA DEL TRANSPORTE,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,EMILIO CARRANZA,3220,,COLONIA DEL NORTE,64500,"Monterrey, Monterrey, Nuevo León",8115202841,OSCARGARZA@SUTRAQSA.COM,WWW.SUTRASA.COM,Fijo,-100.30698114,25.7097178,,,,0809,002,468211,,46,468,4682,46821,,COLONIA,2010-07,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"CALLE, EMILIO CARRANZA, 3220, COLONIA DEL NORTE, 64500, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,21,82,Surtidora Del Transporte,Refacciones diesel y camión,nuevo-leon,monterrey,surtidora-del-transporte-monterrey-926691,/nuevo-leon/monterrey/surtidora-del-transporte-monterrey-926691/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/surtidora-del-transporte-monterrey-926691/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Surtidora Del Transporte en Monterrey, Nuevo León","Surtidora Del Transporte | Refaccionaria en Monterrey, Nuevo León","Ficha de Surtidora Del Transporte, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Surtidora Del Transporte es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039435419001702000000000U4,3014038,SUMINISTROS URGENTES FILTROS Y MANGUERAS,SUMINISTROS URGENTES FILTROS Y MANGUERAS,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,AVENIDA,ABRAHAM LINCOLN,6448,,VILLA CUMBRES PRIMER SECTOR,64116,"Monterrey, Monterrey, Nuevo León",8183107918,DANIEL.HERNANDEZ@SUFYM.COM.MX,WWW.SUFYM.COM.MX,Fijo,-100.3847074,25.74603721,,,,2627,004,468211,,46,468,4682,46821,,COLONIA,2010-07,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"AVENIDA, ABRAHAM LINCOLN, 6448, VILLA CUMBRES PRIMER SECTOR, 64116, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,22,82,Suministros Urgentes Filtros Y Mangueras,Refacciones diesel y camión,nuevo-leon,monterrey,suministros-urgentes-filtros-y-mangueras-monterrey-014038,/nuevo-leon/monterrey/suministros-urgentes-filtros-y-mangueras-monterrey-014038/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/suministros-urgentes-filtros-y-mangueras-monterrey-014038/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Suministros Urgentes Filtros Y Mangueras en Monterrey, Nuevo León","Suministros Urgentes Filtros Y Mangueras | Refaccionaria en Monterrey, Nuevo León","Ficha de Suministros Urgentes Filtros Y Mangueras, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Suministros Urgentes Filtros Y Mangueras es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039435220000701001000000U9,2931259,SOFKA,SOFKA,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,CALLE,JOSE MARTI,3207,,MADERO,64540,"Monterrey, Monterrey, Nuevo León",8181911186,AMORALES@SOFKA.COM.MX,WWW.SOFKA.COM.MX,Fijo,-100.28288227,25.68494769,,,,1385,001,468211,,46,468,4682,46821,,COLONIA,2012-06,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"CALLE, JOSE MARTI, 3207, MADERO, 64540, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,23,82,Sofka,Refacciones diesel y camión,nuevo-leon,monterrey,sofka-monterrey-931259,/nuevo-leon/monterrey/sofka-monterrey-931259/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/sofka-monterrey-931259/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Sofka en Monterrey, Nuevo León","Sofka | Refaccionaria en Monterrey, Nuevo León","Ficha de Sofka, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Sofka es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039468211004012001000000U6,2969505,SEGURIDAD Y COMERCIO,SEGURIDAD Y COMERCIO,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,CALLE,REFORMA,1616,,INDUSTRIAL,64000,"Monterrey, Monterrey, Nuevo León",8116362411,SEGURIDADYCOMERCIO@KALZO.COM.MX,WWW.PABOTA.COM.MX,Fijo,-100.32767919,25.6863664,,,,1205,013,468211,,46,468,4682,46821,,COLONIA,2014-12,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"CALLE, REFORMA, 1616, INDUSTRIAL, 64000, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,24,82,Seguridad Y Comercio,Refacciones diesel y camión,nuevo-leon,monterrey,seguridad-y-comercio-monterrey-969505,/nuevo-leon/monterrey/seguridad-y-comercio-monterrey-969505/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/seguridad-y-comercio-monterrey-969505/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Seguridad Y Comercio en Monterrey, Nuevo León","Seguridad Y Comercio | Refaccionaria en Monterrey, Nuevo León","Ficha de Seguridad Y Comercio, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Seguridad Y Comercio es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039561110003392010000000U3,9292840,SAFE ,SAFE REFACCIONES EUROPEAS,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,CALLE,FRANCISCO FERNANDEZ TREVIÑO,313,,LEONES,64600,"Monterrey, Monterrey, Nuevo León",8126310599,JS_GONZALITOS@SAFEREFACCIONES.COM,WWW.SAFEREFACCIONES.COM,Fijo,-100.35152512,25.69493508,,,,1154,002,468211,,46,468,4682,46821,,COLONIA,2020-11,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"CALLE, FRANCISCO FERNANDEZ TREVIÑO, 313, LEONES, 64600, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,25,82,Safe,Refacciones diesel y camión,nuevo-leon,monterrey,safe-monterrey-292840,/nuevo-leon/monterrey/safe-monterrey-292840/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/safe-monterrey-292840/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Safe en Monterrey, Nuevo León","Safe | Refaccionaria en Monterrey, Nuevo León","Ficha de Safe, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Safe es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
19039811111011432000000000U3,9597710,REFRACCIONES EUROPEAS LIBRADO,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,AVENIDA,CHURUBUSCO,209,,SANTA FE (ORIENTE),64540,"Monterrey, Monterrey, Nuevo León",8116123490,LIBRADO_02@HOTMAIL.COM,WWW.LIBRADOSERVICE.COM,Fijo,-100.26801415,25.69897465,,,,1120,013,468211,,46,468,4682,46821,,COLONIA,2024-11,190390001,A,listo para publicar,alta,15,tiene teléfono; tiene correo; tiene sitio web; tiene coordenadas; dirección suficiente,publicar ficha y preparar contacto comercial,Monterrey,"AVENIDA, CHURUBUSCO, 209, SANTA FE (ORIENTE), 64540, Monterrey, Monterrey, Nuevo León",sí,sí,sí,sí,26,82,Refracciones Europeas Librado,Refacciones diesel y camión,nuevo-leon,monterrey,refracciones-europeas-librado-monterrey-597710,/nuevo-leon/monterrey/refracciones-europeas-librado-monterrey-597710/,https://www.rankearefaccionarias.info/nuevo-leon/monterrey/refracciones-europeas-librado-monterrey-597710/,published,2026-08-23,,top_100_lanzamiento,false,true,0.8,monthly,2026-08-23,AutoPartsStore,"Refracciones Europeas Librado en Monterrey, Nuevo León","Refracciones Europeas Librado | Refaccionaria en Monterrey, Nuevo León","Ficha de Refracciones Europeas Librado, negocio registrado en DENUE dentro del giro de refacciones y autopartes en Monterrey, Nuevo León.","Refracciones Europeas Librado es un negocio registrado en DENUE/INEGI dentro del giro de comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones en Monterrey, Nuevo León.",DENUE/INEGI,ok_para_publicar
